0,seafood,burger,sushi,chinese_food,dessert,complained,vivid,breast,own,uk
restaurant,0.14933851523704314,0.0730122412090654,0.1914831045249086,0.37255881688009346,0.13896512273343237,0.20148825706807852,0.13756626359051471,0.1296225282311811,0.11159821070338174,0.2549478591289658
eat,0.2978036017608428,0.12776550118648777,0.2797969322311941,0.3028614220338611,0.2174554906918042,0.25417049638263045,-0.017596455488056616,0.18558132131222174,0.056938118626524405,0.08886554637944524
take,0.09009437119765795,0.08988274862503517,0.17839939069703814,0.12628063681387283,0.2023276025182172,0.1733544022712933,0.09716380013724514,0.13854279067992437,0.28142516586546373,-0.036467015238379426
really,0.19427146645711613,0.09354493411580492,0.0918099357907863,0.22369932060001366,0.16630826047318187,0.05787570969932563,0.09333297073221516,0.21859266985623327,0.1731483944871819,0.11711724844872257
wait,0.11231065564520709,0.12085846491051863,0.10026722475853225,0.15354158550339134,0.21543126826210537,0.12756104747127286,0.08048989619384216,0.18391680299806118,0.11056783564553117,-0.006643566855715383
even,0.1623002201288648,0.07991721131354788,0.19910273554862565,0.1099994829904938,0.23434729584316455,0.26550842453096707,-0.00894695484280207,0.1332316781793261,0.1324796493368027,0.04323555780981559
ask,0.12151426208483886,0.08468985787196798,0.0950490973772003,0.11691596801674485,0.22158286609333086,0.2228474348861035,-0.02275744062856828,0.10924180454491023,0.28620150528421834,-0.02900763045196228
give,0.08754215889681549,0.07372780567598453,0.1541937142199701,0.08002645920729176,0.16832816895425304,0.1575341297812968,-0.0737553026419234,0.12935997794035645,0.17628005922842732,0.07062645379581002
also,0.26252676206069864,0.051637536439559324,0.10252546927599325,0.0025621734917011447,0.3234927982215491,0.06293536063393729,0.11298425789837258,0.3315357284372791,0.1217468799070838,0.2557161400104472
taste,0.20864041801873442,0.11354348038899943,0.11312373313180955,0.2023298734372482,0.20043806888685742,0.06196880688773992,0.08786997733357514,0.22657725353239433,0.10527955313977039,0.12260837215497034
table,0.10949530302764077,0.08161946021875385,0.14353315818802817,0.12814945545996645,0.15865695974890975,0.16342618134032846,0.19332056923816077,0.14596465101014394,0.1667104721750887,0.05023601040142013
pizza,0.0556447885132996,0.2504298267808663,0.16134079700187734,0.21213151813673553,0.2205956227157728,0.19001657951646578,0.06126069390368823,-0.05734403018771857,0.11143726984810702,0.10757911680292717
want,0.20776782714122183,0.08327835278761796,0.12369606553229726,0.24486466181009472,0.27602968045983567,0.20342099963269555,-0.03162749746660173,0.14188754188648198,0.21220798993489057,0.0894426107038957
could,0.2159266301311228,0.08556249821801862,0.06389206326865579,0.1301981143600709,0.16710930297951873,0.33748705308636345,0.07853476237373741,0.1654664092745653,0.24320507720835327,-0.05128800027365914
love,0.2383458894699477,0.06748595681305819,0.13899158571690778,0.04915941369279823,0.1595695788566518,0.11186492361479225,0.19113908848453573,0.19383322408540216,0.09316277556526224,0.13509134987012308
bad,0.11684027728667168,0.06547520986877402,0.21969464920302986,0.12931154082912605,0.06035245986150688,0.24844981389288906,-0.03195298357755476,0.10587852144276612,0.09506936066053599,0.145486171712596
look,0.17066751763907642,0.13648821754570464,0.09991709769878358,0.22489553927741632,0.2017723259814671,0.009768466682517775,0.1535885191344403,0.05621192685095566,0.22685557204591225,0.001975635788792295
menu,0.23001192407033932,0.138396161483539,0.1592457909544853,0.14528295901996743,0.25688366302041005,0.12038060145530675,0.11558600435968731,0.1580932602847328,0.09880575427449435,0.12317443700627538
never,0.13277930525551124,0.05387195299483288,0.14010641467475482,0.13852348227588024,0.07032257239017727,0.21801081066114691,0.028369552320267655,0.09291906701608715,0.2180228282685902,0.12019257451689719
price,0.20301092114184643,0.24271517927254493,0.295270055754101,0.1682351735433627,0.16938294481739524,0.007438317754617057,-0.00847462009968008,0.1503947476218292,0.03045528521661196,0.2561461898067996
think,0.13344993078686224,0.20491554856593486,0.2038591907985099,0.17805691656573022,0.2229351262806912,0.09226357162944926,0.10284155957834917,0.20380380823572994,0.2499319754569911,0.06474121241551292
nice,0.22487613493670974,0.06971754877747041,0.09156187929834608,0.11783507321082103,0.20175313195676756,0.16299740070855365,0.1807967249470817,0.14061747773993577,0.06743035472859801,0.12433296609415616
minute,0.008998508347609473,0.13956923900706125,0.17155076951709194,0.0969371359430628,0.1303550630684458,0.19315584612150902,0.05549560953790514,0.19202588168044243,0.11110384707918146,0.07065389759965815
drink,0.12442815469361193,0.14758066912095547,0.17137224640985496,-0.04148713220265006,0.3021503131507808,0.08879462164558614,0.0751733382054227,0.1428120690891891,0.14360787082147924,0.09736895638181234
chicken,0.16997242410849345,0.12616659840352712,0.062343944079123,0.18750180147255824,0.13616060768072222,-0.006369209845751286,-0.008656533881594633,0.40510446073363127,0.16740326114449092,0.037295308880849254
first,0.11300954886691744,0.07175125447206171,0.1228825299095973,0.058531910100095355,0.10844008271577248,0.08816561959460131,0.08579817367947694,0.1804718049030618,0.21778830171501823,0.08321512808160797
tell,0.1245912103599949,0.06790406367227622,0.08640908107355709,0.16805512510157344,0.17631474053785984,0.2656449251632743,-0.036916460462164326,0.13249766477853428,0.30674042409937513,0.021029520739399284
know,0.1774718713335994,0.11235785061945021,0.12582514522563903,0.2320447735936316,0.14927205608405622,0.2589706722986616,0.021957796077353042,0.15590074155784553,0.2948875359081955,0.0999081534743998
server,0.16221448915518905,0.05804825532007106,0.16738285788323115,0.027471252016097757,0.20492452841594552,0.27943151133026084,0.08753829249631558,0.07518608745986659,0.19821710741202633,0.09299918949419113
sushi,0.1557044080466175,0.1047456231774513,0.9093365999626846,0.3220591635774428,0.09832656309214259,0.11554635810543415,0.09742851454029477,0.11056692693054526,0.19509789734951918,0.15715498825071608
experience,0.1187504568675809,0.01585265916049314,0.12474468476097997,0.13075264290272168,0.09320618085042054,0.21066629403271828,0.10555903913230459,0.07768207641370162,0.24279720652643919,0.16716905901758844
delicious,0.24701927284225472,0.12875641259658602,0.04174683254086178,0.06493028313865601,0.40729972952707366,0.09310802962658528,0.21773549526799316,0.37117739096008556,0.040398788214010814,0.07714331256353178
see,0.12372804150374268,0.11002385729072245,0.1287341133357008,0.19092649508872098,0.17299440634412205,0.15664215181427577,0.09023388712478249,0.12357119246934674,0.2779002374414424,0.036365514843620425
meal,0.22348727638356686,0.12242549681436815,0.13653370574154847,0.12761224187597472,0.3323008538050224,0.17191943699486678,0.07264589873198626,0.19427396360944293,0.10831869275060366,0.04702167649248432
salad,0.3150779614455047,0.1448001342001332,0.21503445160921614,0.06713930722431855,0.20203918717934186,0.1144485451463418,0.13346488111149962,0.1361720583447915,0.0404093656565157,0.03322880367855021
much,0.1996716223310255,0.18796673094994612,0.1413001660180077,0.2626058610850374,0.17498614567198323,0.06944603724004642,0.24733011679279576,0.19746766111765632,0.143688532026578,0.08579742653779555
burger,0.07475211964728194,0.9295579136895722,0.10027347080409613,0.09632248239250187,0.053033155193855645,0.27301818941868367,0.016931753983928304,0.1028320443364398,0.21247097256347813,0.10451638463504782
always,0.15970191757392918,0.1086878338663267,0.17572175578721594,0.10530398900875226,0.05905122630195774,0.17515490354224827,0.1275577567178063,0.10886579311127118,0.25321632404867,0.08347151068031103
definitely,0.12421472658247516,0.13923227944676633,0.13851944652343845,0.10277067117418703,0.2829544260043256,-0.0619877480836576,0.15372123531488507,0.21806553531450376,0.12479911751401968,0.08905081340081265
staff,0.04958292671484631,0.04142933573539174,0.109971428561901,0.05213219283369344,0.05806949086857025,0.22245736928429288,0.2034443318504821,0.07674598323183258,0.2222205809205937,0.1943846428568589
little,0.23356399015596158,0.07847323873902694,0.1132990857456614,0.16305125460016137,0.14777849888122363,-0.058637393274983816,0.196204055428969,0.17697930850191876,0.1078690419779364,0.04382910126112533
people,0.15549290769138627,0.08951589457219263,0.12169938356819097,0.28688157009778426,0.15254107573188314,0.12984836384404985,0.07154047429051114,0.13191323123627563,0.13764036948527278,0.12832465935819812
fresh,0.3368972187035292,0.12408147282732777,0.35847763848302316,0.03406493342139811,0.13867817628177967,0.1291178151218257,0.13858043441455684,0.15466550598972278,0.0544404054760371,0.17355625684030587
fry,0.26459931755849614,0.57309126008422,0.05558319907450142,0.05263616486206942,0.03728745205405309,0.21071064852214832,-0.0028032452187090845,0.2171366503837775,0.28436249129056435,0.18187313105146075
way,0.15138760711671795,0.1777040711678154,0.12920747616159017,0.22686488279455622,0.1293348695173889,0.15662190354196762,0.20261934692785583,0.08980440194513631,0.29734029675378354,0.04011547106438199
thing,0.2410311663239435,0.12976836954620527,0.10403878799401368,0.16872365715497048,0.23841571920940083,0.0963785736616617,0.11250817598556437,0.16833561009737205,0.04550739622210604,0.07096128711470712
leave,0.14010212143093498,0.15108607612076289,0.11653784484713973,0.11696934406884818,0.15484873310910927,0.21609893911241343,-0.05311123908621866,0.22741431775820548,0.18839193762410888,0.06953308437404272
pretty,0.12358754954377933,0.25103511534830697,0.1489942657616084,0.26359819533070195,0.1465675805082784,-0.0742797208738282,0.06520771383321948,0.13583761384721005,0.042122565374541454,0.15955925722079956
dish,0.3785694090286055,0.08157026259584882,0.14468027960404062,0.3604214391542657,0.23903243203793306,0.021556599852843094,0.18738945266143395,0.23193908035527672,-0.07037446473620823,0.18057475340438697
ever,0.049795661333468945,0.05403471201336292,0.05913520224571901,0.10396967357936732,0.08945115252493277,0.17747592278062685,-0.017992540538203476,0.2465749272114054,0.1799874272175539,0.20513598459133384
friend,0.13328934542231488,-0.001602798063170643,0.06309208684302876,0.11605986268343854,0.17749525673019279,0.207575838010525,0.03334922858220609,0.20199874505272641,0.18038371208751527,0.1462824944364611
find,0.14882748184999792,0.05471511338853524,0.1324906048634814,0.34565606245593594,0.20333316407586585,0.15313656849254265,0.020950578647191007,0.05961071009732923,0.13486619267258068,0.06672852850359974
steak,0.29162233450268327,0.30925656746756086,0.09197285040921083,0.03562693147038202,0.16619998290253096,0.0741378689645969,0.1031387314393853,0.1666654964195021,0.20252397283160994,0.2161057536234075
friendly,0.10294720557771476,0.1041055512342141,0.10846322029625667,0.05656611438001128,0.09426623287923681,0.26570435889776206,0.16192287940196243,0.1442233743232999,0.19594951211206352,0.1076439763200723
customer,0.03160050115926008,0.06410533931073875,0.1274830968529538,0.21317265081103226,0.11622831779981091,0.1649160051693835,0.01718827343541994,0.018207581346576383,0.2879249236101935,0.07360378486111668
dinner,0.26562204581810783,0.025415897159890056,0.20609411041341583,0.20479736454420855,0.3205704563466472,0.13713086692071555,0.10143874107826831,0.07982930986458522,0.1010825367187644,0.12618947243756912
star,0.04875881779497859,0.07261043630155879,0.15843365370591192,0.07397006562593673,0.09495316702759567,0.17431780576831835,0.014504214982362987,0.08998981681505192,0.14361075576665075,0.09215966565084477
flavor,0.1912738291973174,0.09196890708430099,-0.03334452412316639,0.1852890000752335,0.25732977850008537,0.03308257925230142,0.2505931890457105,0.32094179216948443,0.019458920644059303,0.12670021327139716
bar,0.16052345890232544,0.15055894211834686,0.29869797896764866,0.020072430899728166,0.08853467131268711,0.22485413301961354,0.0984285294714959,0.11132533931941604,0.2120102052940611,0.11955130931302521
roll,0.162579765333046,0.09133040900141705,0.665054447457805,0.18968131942098765,0.1414950388989834,-0.029150576493465547,0.0783376054247892,0.19811786387629252,0.1780271404201934,0.1813747643705115
right,0.08046251482515442,0.08435614704747318,0.09966427128567983,0.06381088170469798,0.15141773242111217,0.1553108018663973,0.08164467718664398,0.19235108290172384,0.2181793425035412,-0.034671775297784195
serve,0.1480807777784255,0.03889158722413047,0.12051471030519677,0.11655757469572275,0.20173165236946958,0.0652113374075121,0.1843339690960301,0.2327948635892858,0.12830900009452548,0.1980768119431
still,0.1338549672169414,0.12603330209745162,0.21341559754585904,0.19299377524155134,0.24783233325471266,0.09546855790205784,-0.06227469476315967,0.25143188687941104,0.06549692187297074,0.06045038544130033
side,0.19315571813878077,0.2186337249807177,0.06688759947700483,0.03820601453690127,0.1931155648117086,-0.025309989522035226,0.11056814808287385,0.2883499621146785,0.17310317608014314,0.14069087421480198
small,0.24760992157621842,0.0795452184155209,0.15269281419266528,0.02042680487821569,0.20068297500354185,-0.05178209219307528,0.2075448337032794,0.22033233814664258,0.16381679292398255,0.04714571382033679
sauce,0.28233748052663366,0.19768603495297074,0.07478093485087231,0.1709205790269417,0.26341983594960566,0.10312157825779329,0.08869065389557973,0.22333820496920717,-0.030235441101635032,0.08085340461873261
recommend,0.12696869374005884,0.03322649908260997,0.1197242519122176,0.1536842538484306,0.21359380699229882,0.025740756396211317,0.05938103366549999,0.15836183894141584,0.09798765829503613,0.16588085612512
long,0.18552241014638626,0.11599201701681083,0.10647918104196157,0.15350551720295635,0.13145122785451602,0.1445074286317484,0.10328967440024397,0.17462107676903094,0.18899024310533036,0.06015866382390554
sit,0.12003924043280648,0.08767464851626587,0.3038336101783904,0.05770207120252024,0.16578551551017032,0.24342752407335713,0.07161885783442747,0.1013053173744311,0.2260350114420044,0.010038778893563853
location,0.1338064766910178,0.1879731554453038,0.09753664960126274,0.02375344777533066,0.01692010330880288,0.07643815982524921,-0.023704336986888067,-0.0877641531485287,0.2354731514050113,0.20366342598299278
day,0.14645858177053997,-0.02622327288563091,0.09519440287050869,0.043232631606655275,0.1312046660668644,0.23359979404914305,-0.01952979821920469,0.14251650894685453,0.09460117891176358,0.20886042741462127
feel,0.08851964026791634,0.04594943101628164,0.11721341083168768,0.1135082846709456,0.06161171056537549,0.08498488187577323,0.2124390760710122,0.17912527511504509,0.29921942896005416,0.07696199083247153
lunch,0.0907735922486176,0.1160075906479617,0.25607070680645383,0.2580380633811729,0.1095057511756563,0.13150923539857537,0.01138779331157582,0.1989144755009626,0.10278369041366106,-0.018648865536512006
another,0.06923727458627346,0.08196494314738116,0.10661202256406362,0.1216581353315056,0.2010713614969193,0.24062074508075756,-0.06388797242046074,0.19280989356791073,0.23867025762698213,-0.005921555200913072
noodle,0.22999479903372003,0.19390324337992818,0.19251104371752994,0.5435590092242839,0.05261955681959717,0.02313080836849636,0.16959005752281342,0.4571452401829681,0.02617771893528133,0.025259907741370713
everything,0.28901779076743356,0.10941404253944396,0.13696418963760465,0.14482932791490621,0.238743792824801,0.18334336620711195,0.1937101929180377,0.1714723714085738,0.09845703540786958,0.08159574245037718
one,0.17262540113641134,0.13204755245465305,0.1756449804860438,0.21441701257115142,0.1824013454363485,0.27262567207210486,-0.07141151412273158,0.11797524813894623,0.13446738143735593,0.046016320043440535
amazing,0.24313764213617056,0.07509997192727234,0.09902250112844259,-0.045769809068345484,0.29614661960390204,0.23711968972376946,0.18869920837766355,0.2039523382932442,0.1299470091382466,0.0872409171358757
sandwich,0.09230649340543619,0.3131407942111089,0.023541695475193233,-0.02671983059651926,0.13290547545914955,-0.007741813859955302,0.014551511630565742,0.20347141006526556,0.24773552422731226,0.18013444451245003
around,0.1275633684205793,0.10117515972353848,0.23141918102193196,0.18895515227384704,0.15240141157196374,0.18283472111979177,-0.025909008536236004,0.13163144504238342,0.08849332884326812,0.125782129784795
review,0.060475304753583765,0.035754118459662046,0.15078813199136054,0.19043151781726397,0.097721166478248,0.2188655423829686,0.02706567272122819,0.16393860836372454,0.25366035017624305,0.05299050907007469
visit,0.08514117757622783,0.11321994571874584,0.10811816229372065,0.07095024066241988,0.10964344214769327,0.06289967606575364,0.07473624702568131,0.14497832631012775,0.2899493332704714,0.12112229251746419
sure,0.11222230546897793,0.1456282434718395,0.07705847808705865,0.017849450921160852,0.1722899270360815,0.09349222603644375,0.07070884990067315,0.1385150169022955,0.3971091477043628,0.09063226220621202
need,0.12650201562856908,0.14205983657257612,-0.015592064995972666,0.1836619762875007,0.0654330223068894,0.1587923955976066,0.12292598369477617,0.17486973334775824,0.2899605182524589,0.03296255011858955
bring,0.1714965068117849,0.01913541311755904,0.07970374152746433,0.05201317308034807,0.2792584198194834,0.07275347743626673,0.16011003454072584,0.12493764853120404,0.12051390626744767,0.03845456748149082
new,0.18236478409748455,0.07523249839402923,0.10166783639097442,0.05994233014432908,0.1231858357133774,0.053781883098932594,0.08883996708602107,0.04926127877813984,0.24251344106874892,0.16946099716483914
cheese,0.16706510781707987,0.3676373421235749,-0.04418686310392544,-0.040369036526626566,0.15612942747741335,0.1999320764667486,0.1508561339370064,0.20174158059111708,0.1923149607196592,0.03747028259991764
since,0.1883981759551552,0.11620479647033402,0.1846851991277304,0.18861747283838004,0.23933294088941978,0.10096773737809767,-0.04047551543789162,0.17849103525814242,0.1994114226056441,0.09357629945447356
meat,0.3912544239110938,0.28521836811414775,0.0852963101035499,0.12634824242774176,0.0865630492037478,0.05290759620341004,0.14868899126865093,0.39696486665773134,0.04503121731966252,0.1304741407293675
seem,0.18623180692644695,0.13164169334322187,0.19750466651395782,0.08322112119821289,0.020866144489395885,0.03406741034196669,0.23652833077212973,0.05251848665856206,0.2559821356623135,0.0795108525562671
pay,0.17890538183746818,0.17320876057240348,0.22177045901132925,0.18060371012267634,0.19576475194531198,0.12038643634820398,0.01722064022600727,0.06883714865747459,0.09454783712738406,0.09670752837074971
enjoy,0.2784633411782323,0.029191333155195093,0.10709704427801617,0.15623106190033545,0.24619942228167,0.12630574464573868,0.17172139996891547,0.1470099777786635,0.15730511037358505,0.07814085562550398
check,0.17909659598472916,0.10017520554484705,0.15315884361754764,0.06326203765955773,0.31085575066955295,0.1972498168260343,-0.05384450810967845,0.1263883053684714,0.26364438478371416,-0.028171090253399114
call,0.05358725807319987,0.07893055129526966,0.13626964628711816,0.10749052541567976,0.11917131308269698,0.2047347026495189,0.07639400837885241,0.03726099037142477,0.32645220773563355,0.1296240798321733
waitress,0.1514257922924917,0.06450858903771703,0.20269316843052476,0.12674736024962413,0.11030607213189467,0.21268221461617548,0.06994264371438526,0.1820850839729556,0.15470602603637829,0.04011845981593779
use,0.1128077786713653,0.1157110704774871,0.0958243230459182,0.2243564065391507,0.042574710950418065,-0.01947909650545485,0.11567409778129767,0.1142217015262204,0.15974963500879635,0.0062798289888669236
quality,0.1844796897382562,0.18346083391822782,0.35909694414630644,0.16807544326555968,0.06386710472876193,0.02380647303377542,0.08210385218365163,0.11446638058428624,0.1206477436942321,0.2974224357961978
soup,0.336899524444325,-0.021052998763956995,0.08316987763530442,0.29070649607448645,0.1641171853301945,0.02833705231408565,0.07037696625412398,0.3020320275594013,0.021438568518486023,0.016162061725920402
seat,0.038584729776405896,0.032114297748277745,0.19411873816226066,0.1307278879424591,0.2232729487832331,0.07492415622863821,0.11013425907755268,0.23617706749593204,0.1387835205346835,0.04734157013239775
next,0.055581548855959034,0.07325476080800614,0.020186711344846817,0.12445385099630629,0.17487936917336033,0.11227370760507946,0.03568113374116686,0.2147315291810992,0.195566409216365,-0.06308541713274789
last,0.14145046120457944,0.06528955075775163,0.13214972926044152,0.07080742465324481,0.11969029898114868,0.1788018600111219,0.04277512040860471,0.053462655358388796,0.21323167708945487,0.0355053713694732
manager,0.15107045388543155,0.10808116338913383,0.07018537006133367,0.02086673851627434,0.11715883426624918,0.30838020359261575,0.04641531274430508,-0.005791131806326696,0.3959895045757237,0.11608753583640374
lot,0.35620162243013037,0.15791132086256665,0.1507951440997681,0.22348539310745102,0.1965808732418162,0.0997573032091604,0.0753981021917968,0.23177137267248107,0.05438093128697424,0.059955137006702956
walk,0.07537479129971619,0.06622720785152275,0.18421583327560528,0.0699245278970588,0.17738630804956548,0.22512765064702764,0.04630568186019035,0.13315879840499176,0.20537769257485156,0.002998439936466305
something,0.20398128788683031,0.10839223951529157,0.037336316505135886,0.19530030825837158,0.23507767729082016,0.12217123557259332,0.2111756917816063,0.10503196858805619,0.17340290833816777,-5.43139507183135e-06
work,0.061387928854232124,0.14957932804227167,0.12864045532835272,0.17920263734037367,0.08599068022189309,0.19018306113714886,0.14766947945950834,0.036452093175766975,0.082448292681242,0.1504546808044337
many,0.16557786685910683,0.12197186925339314,0.15967463007436317,0.2874864477837753,0.20574261222384135,0.17242426243392317,0.15171516634169457,0.10839323028381,0.0960131536586056,0.07724077221411943
top,0.07919835068208686,0.21339004595864366,0.1004921384794866,-0.029296568817628047,0.2500201160276605,0.2000394419757264,0.1204201234414686,0.14795593123533457,0.035464437507670976,0.07930751736765913
cook,0.23445563201908293,0.19445014624747745,0.04543900454503676,0.13730342347689034,0.03335267022269781,0.21230033731748787,0.13213523241021766,0.22081829491568636,0.14179222670480185,0.22076453356425435
worth,0.2513667535365302,0.18249757222555507,0.12874474218413803,0.12720361660151902,0.23593093855110353,0.08806342543153368,0.07979563752530622,0.14808967730347872,0.0171075868651231,0.09916264303539361
hour,0.009751952044538393,0.104703015243586,0.13819162817958744,0.13164385596708048,0.14050113815931164,0.12523804918863296,0.07062516680306541,0.14968596587886085,0.04438139992041183,0.17254575201077565
big,0.10548011840528806,0.10595312992586732,0.10948463573906313,0.09394820000869412,0.1133642017318077,0.008569536683994978,0.0942703750446931,0.26905659138200755,0.2372262914259977,0.134298806421564
fish,0.4585037234586587,0.09453076247191003,0.5190523826542028,0.07872821969651009,0.03892057296593841,0.06502510135132175,0.10930608530784802,0.2666757111786804,0.15330008493403643,0.13412309307177697
night,0.13915272556983183,0.027286831751344987,0.11693283153453013,0.12017306538102708,0.16109516520796122,0.2412208514723361,0.057663018162078146,0.05408511497148792,0.10568052553400312,0.1361315376155426
nothing,0.15850909097382399,0.1317015367972534,0.09196780336006627,0.20756895015986687,0.18124045243598863,0.07934457909766877,0.0730786172275485,0.07163856490678802,0.049076701049722685,0.08435617599843795
special,0.15927345827547768,0.024042738356273193,0.1631828171963308,-0.003608220964531447,0.21072152532564747,0.12271591027236152,-0.01709887227124645,0.16124033444576993,0.10872094331363255,0.23819926135612984
though,0.09900308670460445,0.10642191366158602,0.116366624852296,0.08485232807217905,0.24648096731328326,0.0037577644931251577,0.08459706906524819,0.16385289702914727,0.1176406776513486,0.0982358024219438
ramen,0.1261236131453084,0.21048278280478241,0.33977024623775565,0.36635253580514293,0.07672856959263893,0.07701957524119976,0.11352061092011431,0.5390920111394975,0.13045677226153157,-0.06201442363357297
every,0.07992022068322913,0.05614370278470737,0.1450867831117197,0.0195747047678469,0.09131251024640852,0.12078995502973267,0.18515794852100548,0.1211772267825799,0.1686261881324284,-0.0032229488285594457
bread,0.21329945764225286,0.11806308346533972,-0.049409743143178086,-0.05524861020968914,0.2830639239373913,0.0900807646124316,0.09126396769418892,0.2350686444396912,0.11020293371012688,0.1402872075844119
favorite,0.1433967865172691,-0.001747532793982175,0.12384389102775713,0.07279270407967264,0.21856009904227422,0.16639371873720193,0.10836282399234,0.28940817004543024,0.0825777426282889,0.18940596390474618
start,0.1787467782229903,-0.022405167848670155,0.1968452000700751,0.06393430612680036,0.20761387250251856,0.12102231840554492,0.07020455903035903,0.19152138538472716,0.19870521690844806,-0.006039233130736972
waiter,0.16073938139618496,0.04150832156339641,0.059518759896045076,0.09140366919659484,0.14083749458259556,0.2776278258059029,0.1378839577368412,0.08728343047547009,0.16631512199635687,0.20927030347479664
shrimp,0.6124031785975167,0.08940264254143343,0.22079502013872362,0.1824666713625465,0.1224399696925072,0.07010231793616702,-0.005905672620564254,0.2250320221827237,0.06831332427750524,0.14860809131994807
dessert,0.21310726279777129,-0.03951757535978643,0.14049373946202745,0.14392648514692702,0.8579617678472692,0.11938393987091701,0.2123985522984641,0.09290615470137573,-0.0346164040337497,0.04043641133800215
end,0.14007617926112614,0.1326153774259324,0.14171117321093835,0.1976432665180958,0.40116730570793313,0.24690840572338854,0.009053150732985037,0.18832640859006988,0.045802544974738575,0.09005084945014942
decide,0.13395690163679744,0.024254941622130103,0.08362800378591417,0.13076060027284156,0.2599037676819514,0.2125558198317351,-0.027261763580068533,0.14182423295974927,0.20281738777335218,0.01076112946318378
bit,0.17506642474779083,0.15687867297077973,0.11909356791590425,0.17149812642962967,0.14661663391079344,-0.012582642688447679,0.2669693646348107,0.19373980784445916,0.05328124005912714,0.08695658547905018
excellent,0.2040924714079449,0.02749743454421144,0.13597090631967917,0.13469057706810755,0.25218270456312153,0.0634382161639591,0.09678980345815599,0.2571232181028615,0.23149177150438757,0.10324307081948163
different,0.2744765862738191,0.11876653247845498,0.07656543779711775,0.11426008764925925,0.1689392797526281,0.09962251602855494,0.19714188833037496,0.12857226839083305,0.013607508451636404,0.0539824683562619
open,0.1135428985883616,0.14246383953811126,0.11994284357657656,0.12679289004475403,0.1003063040733286,0.06536861226329213,-0.043675560131090474,0.09684324916080315,0.24491616781238407,0.14044567570664462
super,0.1746935595186334,0.08680124587243666,0.18481609309236874,0.02959707400930073,0.10715348785234807,0.16073798945987763,-0.002669006194458689,0.20142846183987123,0.08022900883015194,0.12003136231523102
